kx,ky,rmse,corr
1,1,54.62207496897255,0.813007762518565
1,2,54.62207496897255,0.813007762518565
1,3,54.56144422516846,0.8108658309999572
1,4,54.56144422516846,0.8108658309999572
1,5,54.56144422516846,0.8108658309999572
1,6,54.56144422516846,0.8108658309999572
1,7,54.56144422516846,0.8108658309999572
1,8,54.56144422516846,0.8108658309999572
1,9,54.56144422516846,0.8108658309999572
1,10,54.56144422516846,0.8108658309999572
2,1,54.68980191063036,0.7946952171288473
2,2,50.14785960403634,0.8322518685660503
2,3,49.58602893718449,0.832018128495627
2,4,49.24297434924074,0.8437843161917425
2,5,49.24297434924074,0.8437843161917425
2,6,49.24297434924074,0.8437843161917425
2,7,49.24297434924074,0.8437843161917425
2,8,49.24297434924074,0.8437843161917425
2,9,49.24297434924074,0.8437843161917425
2,10,49.24297434924074,0.8437843161917425
3,1,53.81747423299836,0.8758785319509879
3,2,48.43039748377223,0.9204437018547772
3,3,46.931103171579615,0.90455625768123
3,4,45.92847899166256,0.920318804530894
3,5,45.92847899166256,0.920318804530894
3,6,45.92847899166256,0.920318804530894
3,7,45.92847899166256,0.920318804530894
3,8,45.92847899166256,0.920318804530894
3,9,45.92847899166256,0.920318804530894
3,10,45.92847899166256,0.920318804530894
4,1,53.13191600485222,0.8678783733222103
4,2,47.64989549876442,0.9186832325425373
4,3,45.72432718707406,0.9090347493465492
4,4,43.941749380465396,0.9241509044989789
4,5,43.768818180435076,0.9248629153686639
4,6,43.67793513056206,0.9244193795298474
4,7,43.67793513056206,0.9244193795298474
4,8,43.69197747403308,0.9246906326105547
4,9,43.70688501566181,0.9233161534577575
4,10,43.70688501566181,0.9233161534577575
5,1,53.04562253140492,0.8543919360178757
5,2,47.55365617755626,0.908748150113788
5,3,45.72588136806795,0.904152836455872
5,4,43.546724931793605,0.9310257258660851
5,5,42.929638179724115,0.9295391037031803
5,6,42.83870602103,0.9290800637248808
5,7,42.81158561644777,0.9299478454949419
5,8,42.82591212316442,0.9302072671055436
5,9,42.8411538346036,0.9289447497408464
5,10,42.8411538346036,0.9289447497408464
6,1,53.17162866840239,0.8507355972882975
6,2,47.794725067507215,0.9090053369350415
6,3,45.95409696072858,0.9011170002797404
6,4,43.840492932896005,0.9279440230023894
6,5,43.23362592151146,0.9258078246206212
6,6,43.264297913708354,0.9218826652069956
6,7,43.22435058305194,0.9253280865514061
6,8,43.18369851823865,0.9250481310591828
6,9,43.10972278477111,0.9238918268243914
6,10,43.10972278477111,0.9238918268243914
7,1,53.17162866840239,0.8507355972882975
7,2,47.85169464847782,0.9102705539018001
7,3,46.007569775468255,0.9016911674848849
7,4,43.6898984162278,0.9321545817035646
7,5,43.17290945828759,0.9291920572008086
7,6,43.198013971078666,0.9243932997914586
7,7,43.18804612633795,0.928852304441217
7,8,43.13955136040435,0.9308568502854454
7,9,43.05444336642493,0.9296961502999505
7,10,43.067048558024084,0.9291460672631526
8,1,53.21743507615054,0.8383882168602084
8,2,47.902551882826465,0.9021620954137823
8,3,46.07028179816468,0.893480860331942
8,4,43.75624040579864,0.9287753179405682
8,5,43.26249327870726,0.9248504279666777
8,6,43.248476504700875,0.9206346993513578
8,7,43.19906631230089,0.9239266975253069
8,8,43.063685868179384,0.9241215595383773
8,9,42.98305600425278,0.9227570871589507
8,10,42.99566890829066,0.922194274441013
9,1,53.5178265095743,0.824079479675655
9,2,48.31470137318895,0.8879255697092574
9,3,46.49889120736232,0.8764272260715278
9,4,44.1904948004768,0.9182784113189196
9,5,43.628267961105124,0.9160528545709944
9,6,43.485295616875995,0.9096255311105905
9,7,43.429225634576945,0.9145095813022146
9,8,43.22507640906432,0.9160047083777765
9,9,43.15755309556975,0.9149463788161966
9,10,43.19210841654719,0.9145117492800375
10,1,53.466173638462045,0.8197332435498137
10,2,47.79263375780294,0.8891582886747922
10,3,45.95428057974761,0.8782997811351703
10,4,43.617728753764546,0.9211620906217314
10,5,43.24970594569087,0.9185018118400746
10,6,43.06922778639448,0.9135451516601355
10,7,43.01036116812468,0.9193738482545109
10,8,42.806790022814255,0.9206079519736282
10,9,42.740859043801876,0.9205054739771847
10,10,42.761008284761175,0.9209615985310262
